Puntuacion_Total
2.8959
5.8666
6.6584
4.4709
2.2709
1.475
5.6084
5.8959
2.89
0.7667
4.9499
1.7499
4.925
4.1083
8.2834
5.7417
0.9917
5.4917
2.62
3.6916
4.19
0.94
4.3416
3.1367
0.47
4.6417
5.8166
4.5083
3.0917
6.53
4.8417
3.69
0.99
2.8083
1.225
3.2583
5.6041
2.7583
6.9334
